party,press_release,claim_number,claim_text,provider,id,doi,title,abstract,year,venue,authors,url,is_open_access
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,2,SB 1381 expands the scope of child pornography laws to include material generated using artificial intelligence.,arXiv,arXiv:2111.06628,10.48550/arXiv.2111.06628,Learning to Break Deep Perceptual Hashing: The Use Case NeuralHash,"Demonstrates that deep perceptual hashing used for CSAM detection can be evaded via simple transformations, underscoring limits of current client-side scanning approaches.",2021,arXiv,Lukas Struppek; Dominik Hintersdorf; Daniel Neider; Kristian Kersting,https://arxiv.org/abs/2111.06628,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,2,SB 1381 expands the scope of child pornography laws to include material generated using artificial intelligence.,publisher,,,Artificial intelligence and child sexual abuse: A rapid evidence assessment,"Synthesizes empirical research (2010–2024) on AI’s role in preventing/disrupting CSA and how AI is used in offending, highlighting detection challenges for CSAM including synthetic media.",2025,Trends & Issues in Crime and Criminal Justice (Australian Institute of Criminology),Heather Wolbers; Timothy Cubitt; Michael Cahill,https://www.aic.gov.au/publications/tandi/tandi711,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,2,SB 1381 expands the scope of child pornography laws to include material generated using artificial intelligence.,arXiv,arXiv:2506.10689,,Underage Detection through a Multi-Task and MultiAge Approach for Screening Minors in Unconstrained Imagery,"Introduces a multi-task model for detecting whether subjects are under legal age thresholds (e.g., under-18), relevant to filtering and enforcing policies against sexualized depictions of minors.",2025,arXiv,Christopher Gaul; Eduardo Fidalgo; Enrique Alegre; Rocío Alaiz Rodríguez; Eri Pérez Corral,https://arxiv.org/abs/2506.10689,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,2,SB 1381 expands the scope of child pornography laws to include material generated using artificial intelligence.,arXiv,arXiv:2504.17663,,The Malicious Technical Ecosystem: Exposing Limitations in Technical Governance of AI-Generated Non-Consensual Intimate Images of Adults,Maps the ecosystem of face-swap and ‘nudify’ tools and examines gaps in current governance practices—contextualizing policy challenges that also apply to child-focused offenses.,2025,arXiv,Michelle L. Ding; Harini Suresh,https://arxiv.org/abs/2504.17663,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,2,SB 1381 expands the scope of child pornography laws to include material generated using artificial intelligence.,publisher,,,Generative ML and CSAM: Implications and Mitigations,"A research report outlining how generative models can produce CSAM, risks from public training datasets, and technical/policy mitigations for platforms and model developers.",2023,Stanford Internet Observatory (report),David Thiel; Melissa Stroebel; Rebecca Portnoff,https://fsi.stanford.edu/publication/generative-ml-and-csam-implications-and-mitigations,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,2,SB 1381 expands the scope of child pornography laws to include material generated using artificial intelligence.,arXiv,arXiv:2308.03880,,Guarding the Guardians: Automated Analysis of Online Child Sexual Abuse,Presents automated methods to categorize and analyze CSAM-related reports to reduce analyst exposure and improve triage—supporting scalable responses to growing case volumes.,2023,arXiv,Juanita Puentes; Angela Castillo; Wilmar Osejo; Yuly Calderón; Viviana Quintero; Lina Saldarriaga; Diana Agudelo; Pablo Arbeláez,https://arxiv.org/abs/2308.03880,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,2,SB 1381 expands the scope of child pornography laws to include material generated using artificial intelligence.,arXiv,arXiv:2406.05520,,"""Violation of my body:"" Perceptions of AI-generated non-consensual (intimate) imagery","Survey research on public attitudes toward non-consensual AI-generated intimate imagery, finding strong opposition to creation and sharing—contextual evidence for criminalization efforts.",2024,arXiv,Natalie Grace Brigham; Miranda Wei; Tadayoshi Kohno; Elissa M. Redmiles,https://arxiv.org/abs/2406.05520,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,3,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,publisher,10.1093/bjc/azab111,10.1093/bjc/azab111,Deepfakes and Digitally Altered Imagery Abuse: A Cross-Country Exploration of an Emerging form of Image-Based Sexual Abuse,"Multi-country criminology study documenting the prevalence, harms, and legal/policing challenges of deepfake and digitally altered sexual imagery as a form of image-based sexual abuse, with implications for young people and minors.",2022,The British Journal of Criminology,Asher Flynn; Anastasia Powell; Adrian J. Scott; Elena Cama,https://academic.oup.com/bjc/article-abstract/62/6/1341/6448791,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,3,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,publisher,10.1001/jamanetworkopen.2022.34471,10.1001/jamanetworkopen.2022.34471,Prevalence of Online Sexual Offenses Against Children in the US,"National survey estimates show substantial lifetime exposure of minors to online sexual offenses and image-based sexual abuse, underscoring the scope and seriousness of technology‑facilitated harms to children.",2022,JAMA Network Open,David Finkelhor; Heather Turner; Deirdre Colburn,https://jamanetwork.com/journals/jamanetworkopen/article-abstract/2797339,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,3,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,publisher,10.1002/bsl.2658,10.1002/bsl.2658,Forensic psychological procedures in cases of technology‑facilitated sexual abuse among adolescents: A scoping review,"Scoping review of forensic assessment procedures for adolescent victims of technology‑facilitated sexual abuse, highlighting evidence needs and risks of harm when digital evidence is involved.",2024,Behavioral Sciences & the Law,Maria Vale; João P. Gomes; Marlene Matos,https://onlinelibrary.wiley.com/doi/10.1002/bsl.2658,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,3,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,publisher,10.1007/s12119-023-10091-1,10.1007/s12119-023-10091-1,The Characteristics of Virtual Child Sexual Abuse Material Offenders and the Harms of Offending: A Qualitative Content Analysis of Print Media,"Analyzes media‑reported cases involving virtual/AI‑like CSAM to characterize offenders and document harms, reinforcing that synthetic CSAM is treated as serious sexual offending.",2023,Sexuality & Culture,Linnah S. Christensen; Nikki Vickery,https://link.springer.com/article/10.1007/s12119-023-10091-1,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,3,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,publisher,10.1007/s00138-022-01318-6,10.1007/s00138-022-01318-6,A deep learning framework for finding illicit images/videos of children,"Presents a practical CSAM triage framework combining age estimation and nudity detection to help identify child sexual exploitation content, illustrating technical feasibility and constraints.",2022,Machine Vision and Applications,Jared Rondeau; Douglas Deslauriers; Thomas Howard III; Marco Alvarez,https://link.springer.com/article/10.1007/s00138-022-01318-6,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,3,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,publisher,10.1145/3531146.3534636,10.1145/3531146.3534636,Seeing without Looking: Analysis Pipeline for Child Sexual Abuse Datasets,"Introduces a privacy‑preserving analysis pipeline for CSAM datasets that surfaces aggregate signals without exposing images, supporting safer research and tool development.",2022,FAccT,Claudio L. da Silva; João Macedo; Sandra Avila; Jefersson A. dos Santos,https://dl.acm.org/doi/10.1145/3531146.3534636,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,3,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,publisher,10.1542/pedsos.2024-000315,10.1542/pedsos.2024-000315,Anogenital Findings in Confirmed Victims of Child Sexual Abuse Materials,"Retrospective study of children documented in CSAM shows most had normal exams and limited disclosure, emphasizing that absence of physical findings does not negate serious abuse.",2025,Pediatrics Open Science,Thanh T. Dai; Maya R. Bunik; Nancy Kellogg; Mary Clyde Pierce,https://publications.aap.org/pediatricsopenscience/article/doi/10.1542/pedsos.2024-000315/200649,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,3,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,publisher,10.1109/TDSC.2023.3324275,10.1109/TDSC.2023.3324275,Metadata‑Based Detection of Child Sexual Abuse Material,"Proposes and evaluates metadata‑only machine learning to detect CSAM at scale without accessing illegal imagery, achieving high accuracy and robustness to adversarial obfuscation.",2023,IEEE Transactions on Dependable and Secure Computing,Mayana Pereira; Rahul Dodhia; Hyrum Anderson; Richard Brown,https://www.microsoft.com/en-us/research/publication/metadata-based-detection-of-child-sexual-abuse-material-2/,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,3,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,publisher,10.1098/rsos.231214,10.1098/rsos.231214,Deepfake detection with and without content warnings,"Experimental evidence shows people struggle to spot high‑quality deepfakes even when warned, indicating human discernment alone cannot reliably identify synthetic sexual imagery.",2023,Royal Society Open Science,Andrew Lewis; Patrick Vu; Raymond M. Duch; Areeq Chowdhury,https://royalsocietypublishing.org/doi/10.1098/rsos.231214,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,3,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,publisher,10.1186/s40163-024-00239-1,10.1186/s40163-024-00239-1,Threat of deepfakes to the criminal justice system: a systematic review,"Systematic review mapping deepfake‑related threats—including sexual abuse content—to evidence integrity and enforcement, calling for stronger detection and legal responses.",2024,Crime Science,Maria‑Paz Sandoval; Maria de Almeida Vau; John Solaas; Luano Rodrigues; et al.,https://crimesciencejournal.biomedcentral.com/articles/10.1186/s40163-024-00239-1,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,3,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,publisher,10.1177/14773708231181361,10.1177/14773708231181361,"Moderating online child sexual abuse material (CSAM): Does self‑regulation work, or is greater state regulation needed?","Reviews platform moderation of CSAM and argues that self‑regulation is insufficient, supporting stronger statutory measures given the scale and harms of CSAM online.",2024,European Journal of Criminology,Paul Bleakley; Elena Martellozzo; Ruth Spence; Jeffrey DeMarco,https://journals.sagepub.com/doi/10.1177/14773708231181361,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,3,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,publisher,10.1007/s11229-022-04012-2,10.1007/s11229-022-04012-2,Designed to abuse? Deepfakes and the non‑consensual diffusion of intimate images,"Philosophical and normative analysis of deepfakes as tools for non‑consensual intimate imagery, articulating unique victim harms and justifying serious regulatory responses.",2023,Synthese,Marco Viola; Cristina Voto,https://link.springer.com/article/10.1007/s11229-022-04012-2,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,3,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,publisher,10.1145/3593013.3594072,10.1145/3593013.3594072,Contrastive Language‑Vision AI Models Pretrained on Web‑Scraped Multimodal Data Exhibit Sexual Objectification Bias,"FAccT study shows text‑to‑image systems can generate sexualized depictions when prompted with ages (e.g., ‘[age]‑year‑old girl’), evidencing risks that models sexualize minors and require strict safeguards.",2023,FAccT,Robert Wolfe; Yiwei Yang; Bill Howe; Aylin Caliskan,https://dl.acm.org/doi/10.1145/3593013.3594072,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,3,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,arXiv,arXiv:2402.01721,,"Non‑Consensual Synthetic Intimate Imagery: Prevalence, Attitudes, and Knowledge in 10 Countries","Large cross‑national survey estimates victimization and perpetration of deepfake pornography, finding perceived harms and gaps in legislation and platform enforcement.",2024,arXiv,Rebecca Umbach; Nicola Henry; Gemma Beard; Colleen Berryessa,https://arxiv.org/abs/2402.01721,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,3,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,arXiv,arXiv:2305.12082,,SneakyPrompt: Jailbreaking Text‑to‑Image Generative Models,"Demonstrates automated prompt‑based jailbreaks that bypass safety filters to produce NSFW imagery, highlighting the ease of generating prohibited sexual content despite safeguards.",2023,arXiv,Yuchen Yang; Bo Hui; Haolin Yuan; Neil Zhenqiang Gong; Yinzhi Cao,https://arxiv.org/abs/2305.12082,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,3,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,publisher,10.1186/s42400-024-00279-9,10.1186/s42400-024-00279-9,EvilPromptFuzzer: generating inappropriate content based on text‑to‑image models,Presents a fuzz‑testing framework that systematically crafts prompts to elicit unsafe content from T2I systems and shows commercial moderation often fails to block generated inappropriate images.,2024,Cybersecurity,Juntao He; Haoran Dai; Runqi Sui; Xuejing Yuan; Dun Liu; Hao Feng; Xinyue Liu; Wenchuan Yang; Baojiang Cui; Kedan Li,https://link.springer.com/article/10.1186/s42400-024-00279-9,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,3,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,arXiv,arXiv:2404.06666,,SafeGen: Mitigating Sexually Explicit Content Generation in Text‑to‑Image Models,"Introduces an internal representation editing approach that suppresses explicit sexual content generation across prompts, improving resistance to adversarial jailbreaks.",2024,arXiv,Xinfeng Li; Yuchen Yang; Jiangyi Deng; Chen Yan; Yanjiao Chen; Xiaoyu Ji; Wenyuan Xu,https://arxiv.org/abs/2404.06666,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,3,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,arXiv,arXiv:2501.03544,,PromptGuard: Soft Prompt‑Guided Unsafe Content Moderation for Text‑to‑Image Models,"Proposes a universal safety soft‑prompt to moderate NSFW generations without altering inference speed, outperforming prior defenses on multiple datasets.",2025,arXiv,Lingzhi Yuan; Xinfeng Li; Chejian Xu; Guanhong Tao; Xiaojun Jia; Yihao Huang; Wei Dong; Yang Liu; XiaoFeng Wang; Bo Li,https://arxiv.org/abs/2501.03544,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,3,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,arXiv,arXiv:2401.04364,,SoK: Facial Deepfake Detectors,"Systematizes state‑of‑the‑art facial deepfake detectors and benchmarks generalization under varied attack scenarios, noting limitations relevant to policing synthetic sexual content.",2024,arXiv,Binh M. Le; Jiwon Kim; Shahroz Tariq; Kristen Moore; Alsharif Abuadbba; Simon S. Woo,https://arxiv.org/abs/2401.04364,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,3,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,publisher,10.1177/15248380231207896,10.1177/15248380231207896,The Mental Health and Social Implications of Nonconsensual Sharing of Intimate Images on Youth: A Systematic Review,"Synthesizes evidence that youth victims of image‑based sexual abuse experience depression, anxiety, suicidal ideation, bullying, and school disruption—harms likely to also arise from AI‑generated sexual imagery involving minors.",2024,"Trauma, Violence, & Abuse",Felipa Schmidt; Filippo Varese; Amanda Larkin; Sandra Bucci,https://journals.sagepub.com/doi/10.1177/15248380231207896,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,3,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,publisher,10.56294/ai2024146,10.56294/ai2024146,Child Sexual Abuse Material facilitated by Artificial Intelligence,"Qualitative review of how AI can facilitate production and distribution of CSAM and the current legislative gaps, arguing for stronger, harmonized responses.",2024,EthAIca,Antonella Petrini; María Belén Gauna,https://ai.ageditor.ar/index.php/ai/article/view/146,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,3,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,publisher,tandi711,,Artificial intelligence and child sexual abuse: A rapid evidence assessment,"Peer‑reviewed rapid evidence assessment (2010–2024) of AI’s role in preventing/disrupting CSA and in enabling CSA offending, identifying research gaps and policy needs.",2025,Australian Institute of Criminology – Trends & Issues in Crime and Criminal Justice,Heather Wolbers; Timothy Cubitt; Michael Cahill,https://www.aic.gov.au/publications/tandi/tandi711,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,4,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",publisher,10.1001/jamanetworkopen.2022.34471,10.1001/jamanetworkopen.2022.34471,Prevalence of Online Sexual Offenses Against Children in the US,"A nationally representative survey of U.S. young adults reports lifetime prevalence of various forms of online child sexual abuse, including grooming and sextortion, underscoring the scope of technology-facilitated exploitation and the need for prevention and policy responses.",2022,JAMA Network Open,David Finkelhor; Heather Turner; Deirdre Colburn,https://jamanetwork.com/journals/jamanetworkopen/article-abstract/2797339,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,4,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",publisher,10.1016/j.chiabu.2023.106020,10.1016/j.chiabu.2023.106020,Which dynamics make online child sexual abuse and cyberstalking more emotionally impactful: Perpetrator identity and images?,"Using retrospective reports from U.S. young adults, the study finds higher emotional harm when sexual images are misused (e.g., non‑consensual sharing or sextortion) and highlights that peers and acquaintances frequently perpetrate these harms.",2023,Child Abuse & Neglect,David Finkelhor; Heather Turner; Deirdre Colburn,https://www.sciencedirect.com/science/article/abs/pii/S0145213423000017,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,4,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",publisher,10.1145/3531146.3533073,10.1145/3531146.3533073,Learning to Break Deep Perceptual Hashing: The Use Case NeuralHash,"This paper demonstrates practical evasion and collision attacks against a deep perceptual hashing system proposed for CSAM detection, raising reliability and safety concerns for client‑side scanning approaches.",2022,ACM FAccT,Lukas Struppek; Dominik Hintersdorf; Daniel Neider; Kristian Kersting,https://dl.acm.org/doi/10.1145/3531146.3533073,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,4,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",publisher,10.1093/cybsec/tyad020,10.1093/cybsec/tyad020,Bugs in our pockets: the risks of client-side scanning,"Analyzes client‑side scanning proposals for detecting CSAM and other harms, concluding they introduce serious security, privacy, and governance risks that are difficult to mitigate at scale.",2024,Journal of Cybersecurity,Ross Anderson; Steven M. Bellovin; Josh Benaloh; Matt Blaze; Whitfield Diffie; Susan Landau; Peter G. Neumann; Ronald L. Rivest; Bruce Schneier,https://academic.oup.com/cybersecurity/article/10/1/tyad020/7590463,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,4,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",publisher,10.1016/j.knosys.2022.110039,10.1016/j.knosys.2022.110039,Online grooming detection: A comprehensive survey of child exploitation in chat logs,"A systematic survey of datasets and machine learning methods for detecting online grooming in chat conversations, outlining challenges and future directions for more reliable and ethical detection.",2023,Knowledge-Based Systems,Parisa Rezaee Borj; Kiran Raja; Patrick Bours,https://www.sciencedirect.com/science/article/pii/S0950705122011327,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,4,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",publisher,10.1109/TDSC.2023.3324275,10.1109/TDSC.2023.3324275,Metadata-Based Detection of Child Sexual Abuse Material,"Proposes a CSAM detection framework trained on file‑path metadata from real investigations, demonstrating high accuracy while avoiding legal and ethical constraints of using contraband imagery in training.",2023,IEEE Transactions on Dependable and Secure Computing,Mayana Pereira; Rahul Dodhia; Hyrum Anderson; Richard Brown,https://ieeexplore.ieee.org/document/10304945,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,4,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",publisher,10.1145/3608483,10.1145/3608483,Mapping the Interdisciplinary Research on Non-consensual Pornography: Technical and Quantitative Perspectives,"A systematic mapping study synthesizing technical and quantitative research on non‑consensual pornography (including deepfakes), identifying gaps and priorities for tool development, moderation, and regulation.",2023,Digital Threats: Research and Practice,Mattia Falduti; Sergio Tessaris,https://dl.acm.org/doi/10.1145/3608483,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,4,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",publisher,10.1186/s40163-024-00239-1,10.1186/s40163-024-00239-1,Threat of deepfakes to the criminal justice system: a systematic review,"Reviews how deepfakes undermine evidence integrity and facilitate crimes including sexual abuse imagery, emphasizing the need for legal safeguards and improved detection to maintain justice system trust.",2024,Crime Science,Maria-Paz Sandoval; Maria de Almeida Vau; John Solaas; Luano Rodrigues,https://link.springer.com/article/10.1186/s40163-024-00239-1,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,4,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",publisher,10.1007/s11229-022-04012-2,10.1007/s11229-022-04012-2,Designed to abuse? Deepfakes and the non-consensual diffusion of intimate images,"Philosophical analysis argues that deepfakes enable distinctive epistemic and moral harms in image‑based abuse, motivating stronger governance and accountability for synthetic media tools.",2023,Synthese,Marco Viola; Cristina Voto,https://link.springer.com/article/10.1007/s11229-022-04012-2,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,4,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",publisher,10.1542/peds.2023-063954,10.1542/peds.2023-063954,Rising Threats of AI-Driven Child Sexual Abuse Material,"A pediatrics perspective highlighting the rapid growth of AI‑generated and AI‑manipulated CSAM, associated risks to youth, and the need for coordinated clinical, technological, and policy responses.",2024,Pediatrics,Shruthi Krishna; Fiona Dubrosa; Ruth Milanaik,https://publications.aap.org/pediatrics/article-abstract/153/2/e2023063954/196409,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,4,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",publisher,10.3390/laws13060067,10.3390/laws13060067,The Legal Challenges of Realistic and AI-Driven Child Sexual Abuse Material: Regulatory and Enforcement Perspectives in Europe,"Analyzes European legal frameworks facing AI‑generated CSAM, discussing enforcement challenges and proposing regulatory approaches to address realistic synthetic depictions of minors.",2024,Laws,Katalin Parti; Judit Szabó,https://www.mdpi.com/2075-471X/13/6/67,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,4,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",publisher,10.1111/jols.12527,10.1111/jols.12527,The ‘new voyeurism’: criminalizing the creation of ‘deepfake porn’,"Legal analysis argues for criminalizing the creation of sexually explicit deepfakes, detailing harms—including to women and girls—and recommending urgent legislative reform alongside broader measures.",2025,Journal of Law and Society,Clare McGlynn; Rüya Tuna Toparlak,https://onlinelibrary.wiley.com/doi/10.1111/jols.12527,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,4,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",publisher,10.1145/3727880,10.1145/3727880,A Survey of Perceptual Hashing for Multimedia,"Comprehensive survey of perceptual hashing techniques for images and video, covering classical and learning‑based schemes and their security/robustness—core to large‑scale detection of illegal content.",2025,"ACM Transactions on Multimedia Computing, Communications, and Applications",Yuanding Zhou; Xinran Li; Cheng Xiong; Heng Yao; Chuan Qin,https://dl.acm.org/doi/10.1145/3727880,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,4,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",arXiv,arXiv:2406.00918,,Robustness of Practical Perceptual Hashing Algorithms to Hash-Evasion and Hash-Inversion Attacks,"Evaluates the security of widely used perceptual hashing algorithms (PhotoDNA, PDQ, NeuralHash), finding notable robustness under certain conditions and proposing defenses to improve security.",2024,arXiv,Jordan Madden; Moxanki Bhavsar; Lhamo Dorje; Xiaohua Li,https://arxiv.org/abs/2406.00918,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,4,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",arXiv,arXiv:2402.01721,,"Non-Consensual Synthetic Intimate Imagery: Prevalence, Attitudes, and Knowledge in 10 Countries","A 10‑country survey (n>16,000) measures victimization and perpetration of deepfake pornography, finding nontrivial prevalence and gaps in legal deterrence—implications for platform policy and law.",2024,arXiv,Rebecca Umbach; Nicola Henry; Gemma Beard; Colleen Berryessa,https://arxiv.org/abs/2402.01721,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,4,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",publisher,10.3389/fped.2025.1591828,10.3389/fped.2025.1591828,Comparing Machine Learning Models with a Focus on Tone in Grooming Chat Logs,"Compares traditional ML models and a compact LLM for detecting grooming and examines how predator conversational tone affects detection, informing practical moderation strategies.",2025,Frontiers in Pediatrics,Benjamin Seymour; Jordan Graham; Anmol Singh; Nitin Goyal,https://www.frontiersin.org/articles/10.3389/fped.2025.1591828/abstract,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,4,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",publisher,10.1177/15248380241268835,10.1177/15248380241268835,When Is Online Sexual Solicitation of a Minor Considered Sexual Abuse? Recommendations for Victim Prevalence Surveys,"Offers measurement guidance to better capture online sexual solicitation and abuse of minors in prevalence surveys, improving comparability for policy and prevention.",2024,"Trauma, Violence, & Abuse",David Finkelhor; Casey Cavanaugh; Heather Turner; Deirdre Colburn; Samantha Sutton; Ben Mathews,https://journals.sagepub.com/doi/10.1177/15248380241268835,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,4,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",publisher,10.1177/15248380241284782,10.1177/15248380241284782,Economic Evaluation of Prevention Interventions for Child Sexual Exploitation or Child Sexual Abuse: A Systematic Review,"Synthesizes economic evaluations of CSA/CSE prevention programs, informing policymakers on cost‑effectiveness considerations when designing protections for children.",2024,"Trauma, Violence, & Abuse",Sithara Wanni Arachchige Dona; Genevieve Bloxsom; Julie Green; Mary Rose Angeles; Cathy Humphreys; Lisa Gold,https://journals.sagepub.com/doi/10.1177/15248380241284782,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,4,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",publisher,10.1007/s40894-024-00248-w,10.1007/s40894-024-00248-w,"Cybergrooming Victimization Among Young People: A Systematic Review of Prevalence Rates, Risk Factors, and Outcomes","Systematic review indicates at least one in ten youths experience cybergrooming, identifies associated risk factors, and underscores the need for targeted prevention and support.",2024,Adolescent Research Review,Marina Everri; Francesca D’Angelo; Lorenzo Sarti,https://link.springer.com/article/10.1007/s40894-024-00248-w,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,4,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",arXiv,arXiv:2410.11100,,Characterizing the MrDeepFakes Sexual Deepfake Marketplace,"Empirical study of a large sexual deepfake marketplace documents supply chains, enforcement gaps, and attacker practices, informing governance and platform policy responses.",2024,arXiv,Catherine Han; Anne Li; Deepak Kumar; Zakir Durumeric,https://arxiv.org/abs/2410.11100,True
