party,uid,nli_deberta,nli_bart,claim,title
dem,dem|20210601-amid-rising-violence-state-assembly-passes-legislation-strengthen-hate.txt|3|10.2307/797327,silent,silent,"Law enforcement agencies in California routinely fail to adequately identify, report, or respond to hate crimes.",The Possibilities of Comparative Constitutional Law
dem,dem|20210601-amid-rising-violence-state-assembly-passes-legislation-strengthen-hate.txt|3|10.7916/d8tm7b5q,silent,silent,"Law enforcement agencies in California routinely fail to adequately identify, report, or respond to hate crimes.",The Agency Costs of Agency Capitalism: Activist Investors and the Revaluation of Governance Rights
dem,dem|20210601-amid-rising-violence-state-assembly-passes-legislation-strengthen-hate.txt|3|10.37381/8s2ygq32,silent,silent,"Law enforcement agencies in California routinely fail to adequately identify, report, or respond to hate crimes.",Harmonization of Contract Law Through International Trade: A Nordic Perspective
dem,dem|20210601-farmworker-wildfire-smoke-protections-act-voted-out-state-assembly.txt|4|10.1093/jopart/mul023,silent,silent,Cal/OSHA strike teams will be deployed to ensure employers are in compliance with Cal/OSHA regulations during major unhealthy air quality events.,Public Participation and Claimsmaking: Evidence Utilization and Divergent Policy Frames in California's Ergonomics Rulem
dem,dem|20210601-farmworker-wildfire-smoke-protections-act-voted-out-state-assembly.txt|4|https://openalex.org/W2767212986,support,silent,Cal/OSHA strike teams will be deployed to ensure employers are in compliance with Cal/OSHA regulations during major unhealthy air quality events.,"Winning the Battle, Losing the War?: Assessing the Impact of Misclassification Litigation on Workers in the Gig Economy"
dem,dem|20210601-farmworker-wildfire-smoke-protections-act-voted-out-state-assembly.txt|4|10.59643/1942-9916.1441,silent,silent,Cal/OSHA strike teams will be deployed to ensure employers are in compliance with Cal/OSHA regulations during major unhealthy air quality events.,Prioritizing Preparation: Ensuring Access to Health Care Through Hospitals’ Stockpiling of Personal Protective Equipment
dem,dem|20210601-farmworker-wildfire-smoke-protections-act-voted-out-state-assembly.txt|4|10.1177/20319525231201274,silent,silent,Cal/OSHA strike teams will be deployed to ensure employers are in compliance with Cal/OSHA regulations during major unhealthy air quality events.,‘Just more surveillance’: The ECtHR and workplace monitoring
dem,dem|20210601-farmworker-wildfire-smoke-protections-act-voted-out-state-assembly.txt|4|https://openalex.org/W3125309268,silent,silent,Cal/OSHA strike teams will be deployed to ensure employers are in compliance with Cal/OSHA regulations during major unhealthy air quality events.,Defining What to Regulate: Silica and the Problem of Regulatory Categorization
dem,dem|20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt|7|10.1136/qshc.4.2.80,silent,silent,AB 1057 ensures that known dangers cannot possess precursor parts that can be converted into functional firearms.,Understanding adverse events: human factors.
dem,dem|20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt|7|10.3390/recycling9050077,silent,refute,AB 1057 ensures that known dangers cannot possess precursor parts that can be converted into functional firearms.,Perspectives on Plastic Waste Management: Challenges and Possible Solutions to Ensure Its Sustainable Use
dem,dem|20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt|7|10.1002/anie.201410738,silent,refute,AB 1057 ensures that known dangers cannot possess precursor parts that can be converted into functional firearms.,Heterogeneous Catalysis
dem,dem|20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt|7|https://openalex.org/W880746178,support,refute,AB 1057 ensures that known dangers cannot possess precursor parts that can be converted into functional firearms.,HarvestPlus Handbook for Carotenoid Analysis.
dem,dem|20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt|7|https://openalex.org/W233559756,silent,refute,AB 1057 ensures that known dangers cannot possess precursor parts that can be converted into functional firearms.,Nutrient use efficiency - measurement and management.
dem,dem|20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt|10|10.1001/jamanetworkopen.2022.4216,silent,silent,California's Gun Violence Restraining Order (GVRO) law has received broad bipartisan support.,Firearm Violence Following the Implementation of California’s Gun Violence Restraining Order Law
dem,dem|20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt|10|10.1177/1073110517703344,silent,silent,California's Gun Violence Restraining Order (GVRO) law has received broad bipartisan support.,Background Checks for all Gun Buyers and Gun Violence Restraining Orders: State Efforts to Keep Guns from High-Risk Pers
dem,dem|20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt|10|10.1136/injuryprev-2022-044544,silent,silent,California's Gun Violence Restraining Order (GVRO) law has received broad bipartisan support.,"Gun violence restraining orders in California, 2016–2018: case details and respondent mortality"
dem,dem|20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt|10|10.1371/journal.pone.0258547,silent,silent,California's Gun Violence Restraining Order (GVRO) law has received broad bipartisan support.,Implementation and perceived effectiveness of gun violence restraining orders in California: A qualitative evaluation
dem,dem|20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt|10|10.1001/jamahealthforum.2021.0975,silent,silent,California's Gun Violence Restraining Order (GVRO) law has received broad bipartisan support.,Public Awareness of and Personal Willingness to Use California's Extreme Risk Protection Order Law to Prevent Firearm-Re
dem,dem|20220721-bennett-limon-bill-restrict-gun-sales-ventura-county-fairground-signed.txt|5|10.1016/s0140-6736(18)32203-7,silent,silent,Firearm-related deaths are now the leading cause of death for children ages 1 to 19.,"Global, regional, and national age-sex-specific mortality for 282 causes of death in 195 countries and territories, 1980"
dem,dem|20220721-bennett-limon-bill-restrict-gun-sales-ventura-county-fairground-signed.txt|5|10.1016/s0140-6736(18)31694-5,silent,silent,Firearm-related deaths are now the leading cause of death for children ages 1 to 19.,"Forecasting life expectancy, years of life lost, and all-cause and cause-specific mortality for 250 causes of death: ref"
dem,dem|20220721-bennett-limon-bill-restrict-gun-sales-ventura-county-fairground-signed.txt|5|10.15585/mmwr.mm6450a3,silent,silent,Firearm-related deaths are now the leading cause of death for children ages 1 to 19.,"Increases in Drug and Opioid Overdose Deaths — United States, 2000–2014"
dem,dem|20220721-bennett-limon-bill-restrict-gun-sales-ventura-county-fairground-signed.txt|5|10.1016/s0140-6736(17)32154-2,silent,silent,Firearm-related deaths are now the leading cause of death for children ages 1 to 19.,"Global, regional, and national incidence, prevalence, and years lived with disability for 328 diseases and injuries for "
dem,dem|20220721-bennett-limon-bill-restrict-gun-sales-ventura-county-fairground-signed.txt|5|10.1136/ip.7.2.104,silent,silent,Firearm-related deaths are now the leading cause of death for children ages 1 to 19.,Epidemiology of violent deaths in the world
dem,dem|20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt|12|10.3390/ijerph15122685,silent,silent,The All-Inclusive Playground project in Santa Clara's Central Park will serve residents of all ages and abilities.,Older Adults Using Our Voice Citizen Science to Create Change in Their Neighborhood Environment
dem,dem|20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt|12|10.3390/su17177608,silent,silent,The All-Inclusive Playground project in Santa Clara's Central Park will serve residents of all ages and abilities.,Immersive Urban Planning: Evaluating Park Safety Perception with Digital Twins and Metaverse Simulation
dem,dem|20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt|12|10.1002/pan3.10470,silent,silent,The All-Inclusive Playground project in Santa Clara's Central Park will serve residents of all ages and abilities.,Centring justice in conceptualizing and improving access to urban nature
dem,dem|20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt|12|10.1080/19406940.2022.2161601,silent,silent,The All-Inclusive Playground project in Santa Clara's Central Park will serve residents of all ages and abilities.,Who is the city for? Sports facilities and the case of Vancouver’s public golf courses
dem,dem|20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt|12|https://openalex.org/W2521962891,silent,refute,The All-Inclusive Playground project in Santa Clara's Central Park will serve residents of all ages and abilities.,Enriching representation: finding the voice and perspective of children in California history museums
dem,dem|20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt|3|10.1111/1540-6210.00260,silent,silent,The California state budget included a $50 million allocation for the Nonprofit Security Grant Program this year.,Reengineering Nonprofit Financial Accountability: Toward a More Reliable Foundation for Regulation
dem,dem|20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt|3|10.1016/j.acclit.2013.10.003,silent,silent,The California state budget included a $50 million allocation for the Nonprofit Security Grant Program this year.,Financial disclosure management in the nonprofit sector: A framework for past and future research
dem,dem|20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt|3|10.1017/s002387910002447x,silent,silent,The California state budget included a $50 million allocation for the Nonprofit Security Grant Program this year.,The Mexican State and Transmigrant Organizations: Negotiating the Boundaries of Membership and Participation
dem,dem|20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt|3|10.1029/2017rg000591,silent,silent,The California state budget included a $50 million allocation for the Nonprofit Security Grant Program this year.,The Global Food‐Energy‐Water Nexus
dem,dem|20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt|3|10.1093/geront/40.1.5,silent,silent,The California state budget included a $50 million allocation for the Nonprofit Security Grant Program this year.,Experts recommend minimum nurse staffing standards for nursing facilities in the United States
dem,dem|20220928-loma-linda-university-childrens-hospital-celebrates-new-funding-innovative.txt|1|10.1016/s1474-4422(18)30499-x,silent,silent,Loma Linda University Children’s Hospital received $4 million in the 2022-23 state budget for a program to offer individualized physical and mental care to abus,"Global, regional, and national burden of neurological disorders, 1990–2016: a systematic analysis for the Global Burden "
