party,uid,nli_deberta,nli_bart,llm:Qwen/Qwen2.5-3B-Instruct,llm:microsoft/Phi-3.5-mini-instruct,llm:allenai/OLMo-2-1124-7B-Instruct,claim,title
rep,rep|sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt|7|10.3389/ffgc.2022.829125,silent,silent,silent,silent,silent,Access to funding for water districts in high fire hazard zones is critical for strengthening infrastructure for drought resilience and wildfire response.,"Community Engagement With Proactive Wildfire Management in British Columbia, Canada: Perceptions, Preferences, and Barri"
rep,rep|senate-bill-268-passes-assembly-floor-now-one-step-closer-becoming-law.txt|5|10.29158/JAAPL.220032-21,silent,silent,refute,silent,silent,The overwhelming support for SB 268 reflects the urgency of recognizing the rape of an intoxicated person as a violent felony.,Victim Intoxication and Capacity to Consent in Sexual Assault Statutes across the United States
rep,rep|senate-bill-268-passes-assembly-floor-now-one-step-closer-becoming-law.txt|5|10.1016/j.drugalcdep.2021.108839,silent,silent,silent,support,silent,The overwhelming support for SB 268 reflects the urgency of recognizing the rape of an intoxicated person as a violent felony.,Victim and perpetrator characteristics in alcohol/drug-involved sexual violence victimization in the U.S
rep,rep|senate-bill-268-passes-assembly-floor-now-one-step-closer-becoming-law.txt|5|10.1037/tra0001242,silent,silent,silent,support,silent,The overwhelming support for SB 268 reflects the urgency of recognizing the rape of an intoxicated person as a violent felony.,The Scope of Rape Victimization and Perpetration Among National Samples of College Students Across 30 Years
rep,rep|senate-minority-leader-jones-announces-bipartisan-agreement-audit-liberty-healthcares-state.txt|2|https://www.auditor.ca.gov/reports/2023-130/,silent,refute,silent,support,silent,The California Legislature supports the need to audit Liberty Healthcare’s management of SVPs.,2023-130 Conditional Release Program for Sexually Violent Predators - California State Auditor
rep,rep|senate-minority-leader-jones-announces-bipartisan-agreement-audit-liberty-healthcares-state.txt|2|https://sr40.senate.ca.gov/content/new-audit-exposes-newsoms-department-state-hospitals-mismanagement-sexually-violent,silent,refute,refute,refute,support,The California Legislature supports the need to audit Liberty Healthcare’s management of SVPs.,NEW: Audit exposes Newsom’s Department of State Hospitals’ mismanagement of Sexually Violent Predators
rep,rep|senate-minority-leader-jones-announces-bipartisan-agreement-audit-liberty-healthcares-state.txt|2|https://sr40.senate.ca.gov/content/joness-request-audit-liberty-healthcare-unanimously-approved,silent,silent,silent,support,support,The California Legislature supports the need to audit Liberty Healthcare’s management of SVPs.,Jones’s request to audit Liberty Healthcare unanimously approved
rep,rep|senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt|1|https://shou.senate.ca.gov/system/files/2025-01/homelessness-in-ca-january-2025.pdf,silent,silent,support,support,silent,California's homeless population has increased nearly 40% in the past 6 years.,Fact Sheet: Homelessness in California
rep,rep|senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt|1|https://www.hcd.ca.gov/about-hcd/newsroom/california-outperforms-nation-reducing-growth-of-homelessness-state-sees-largest-decrease-veteran-homelessness-nation,refute,refute,refute,refute,silent,California's homeless population has increased nearly 40% in the past 6 years.,"California Outperforms The Nation In Reducing The Growth Of Homelessness, State Sees Largest Decrease In Veteran Homeles"
rep,rep|senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt|1|https://www.gov.ca.gov/2025/07/23/governor-newsom-announces-local-progress-in-reducing-homelessness/,silent,refute,refute,refute,silent,California's homeless population has increased nearly 40% in the past 6 years.,Governor Newsom announces local progress in reducing homelessness
rep,rep|senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt|1|https://courts.ca.gov/sites/default/files/courts/default/2025-03/State%20of%20Homelessness_subgroups_draft3.pdf,silent,silent,support,support,support,California's homeless population has increased nearly 40% in the past 6 years.,State of Homelessness in California: Fact Sheet
rep,rep|senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt|1|https://information.auditor.ca.gov/pdfs/reports/2020-112.pdf,silent,silent,silent,silent,silent,California's homeless population has increased nearly 40% in the past 6 years.,Homelessness in California
rep,rep|senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt|4|https://legiscan.com/CA/text/SB1011/id/2915481/California-2023-SB1011-Introduced.html,silent,silent,refute,refute,silent,The bipartisan Senate Bill 1011 aims to take the City of San Diego’s 'Unsafe Camping Ordinance' statewide.,California Senate Bill 1011: Encampments: penalties
rep,rep|senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt|4|https://spsf.senate.ca.gov/sites/spsf.senate.ca.gov/files/sb_1011_analysis_04.16.pdf,silent,silent,refute,refute,silent,The bipartisan Senate Bill 1011 aims to take the City of San Diego’s 'Unsafe Camping Ordinance' statewide.,Senate Committee on Public Safety Analysis of SB 1011
rep,rep|senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt|4|https://www.aclusocal.org/en/press-releases/over-100-california-organizations-join-opposition-sb-1011,silent,silent,refute,refute,refute,The bipartisan Senate Bill 1011 aims to take the City of San Diego’s 'Unsafe Camping Ordinance' statewide.,Over 100 California Organizations Join Opposition to SB 1011
rep,rep|senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt|4|https://californiainsider.com/california-news/housing-homelessness/california-bill-aims-to-compassionately-clear-homeless-encampments-5585858,silent,silent,refute,support,silent,The bipartisan Senate Bill 1011 aims to take the City of San Diego’s 'Unsafe Camping Ordinance' statewide.,California Bill Aims to ‘Compassionately’ Clear Homeless Encampments
rep,rep|senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt|4|https://davisvanguard.org/2024/04/key-ca-senate-committee-kills-measure-aimed-at-homeless-creating-crime-for-sitting-sleeping-or-camping/,silent,silent,refute,refute,refute,The bipartisan Senate Bill 1011 aims to take the City of San Diego’s 'Unsafe Camping Ordinance' statewide.,"Key CA Senate Committee Kills Measure Aimed at Homeless – Creating Crime for Sitting, Sleeping or Camping"
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|1|https://www.ilo.org/resource/news/50-million-people-worldwide-modern-slavery-0,silent,silent,refute,support,support,An estimated 40 million people globally have been forced into modern slavery through human trafficking over the last decade.,50 million people worldwide in modern slavery
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|1|https://www.ilo.org/resource/news/40-million-modern-slavery-and-152-million-child-labour-around-world,silent,silent,support,support,support,An estimated 40 million people globally have been forced into modern slavery through human trafficking over the last decade.,40 million in modern slavery and 152 million in child labour around the world
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|1|https://www.ilo.org/publications/major-publications/global-estimates-modern-slavery-forced-labour-and-forced-marriage-methodology,silent,silent,silent,silent,silent,An estimated 40 million people globally have been forced into modern slavery through human trafficking over the last decade.,Global estimates of modern slavery: Forced labour and forced marriage - Methodology
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|5|https://pubmed.ncbi.nlm.nih.gov/22666182/,silent,silent,support,support,support,"Human traffickers exploit individuals through violence and manipulation, leading to lives of modern-day slavery.","Prevalence and risk of violence and the physical, mental, and sexual health problems associated with human trafficking: "
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|5|https://pubmed.ncbi.nlm.nih.gov/27066701/,silent,silent,support,support,support,"Human traffickers exploit individuals through violence and manipulation, leading to lives of modern-day slavery.","Prevalence and risk of violence and the mental, physical and sexual health problems associated with human trafficking: a"
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|5|https://pubmed.ncbi.nlm.nih.gov/39543768/,silent,silent,silent,silent,silent,"Human traffickers exploit individuals through violence and manipulation, leading to lives of modern-day slavery.",Experiences and impact of moral injury in human trafficking survivors: a qualitative study
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|5|https://pubmed.ncbi.nlm.nih.gov/37222868/,silent,silent,silent,support,support,"Human traffickers exploit individuals through violence and manipulation, leading to lives of modern-day slavery.",What is the Impact of Human Trafficking on the Biopsychosocial Health of Victims: A Systematic Review
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|6|https://oag.ca.gov/human-trafficking,silent,silent,silent,silent,silent,California ranks number one in the nation for the number of human trafficking cases reported to the National Human Trafficking Hotline.,Human Trafficking
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|6|https://oag.ca.gov/human-trafficking/what-is,silent,silent,silent,support,silent,California ranks number one in the nation for the number of human trafficking cases reported to the National Human Trafficking Hotline.,What is Human Trafficking?
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|6|https://calcivilrights.ca.gov/2024/01/03/as-part-of-national-human-trafficking-prevention-month-civil-rights-department-highlights-new-resource-to-support-survivors/,silent,silent,silent,silent,silent,California ranks number one in the nation for the number of human trafficking cases reported to the National Human Trafficking Hotline.,"As Part of National Human Trafficking Prevention Month, Civil Rights Department Highlights New Resource to Support Survi"
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|6|https://calcivilrights.ca.gov/wp-content/uploads/sites/32/2024/01/2024.01.03-Human-Trafficking-FAQ-Release.pdf,silent,silent,silent,silent,silent,California ranks number one in the nation for the number of human trafficking cases reported to the National Human Trafficking Hotline.,Human Trafficking FAQ Release
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|6|https://humantraffickinghotline.org/en/statistics/california,silent,silent,silent,support,silent,California ranks number one in the nation for the number of human trafficking cases reported to the National Human Trafficking Hotline.,California | National Human Trafficking Hotline
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|7|https://oag.ca.gov/news/press-releases/attorney-general-bonta-announces-new-regional-human-trafficking-task-force,support,support,support,support,support,Law enforcement agencies have dedicated special task forces to combat human trafficking in California.,Attorney General Bonta Announces New Regional Human Trafficking Task Force in Sacramento
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|7|https://www.justice.gov/usao-cdca/pr/15-million-grant-will-establish-human-trafficking-task-force-be-led-us-attorney-s,silent,support,support,support,support,Law enforcement agencies have dedicated special task forces to combat human trafficking in California.,$1.5 Million Grant Will Establish Human Trafficking Task Force to be Led by U.S. Attorney’s Office and L.A. County Sheri
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|7|https://www.justice.gov/usao-edca/pr/us-attorney-wagner-announces-selection-sacramento-phase-ii-anti-trafficking,support,support,support,support,support,Law enforcement agencies have dedicated special task forces to combat human trafficking in California.,U.S. Attorney Wagner Announces Selection of Sacramento for Phase II Anti Trafficking Coordination Team (ACTeam)
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|7|https://lasd.org/operation-reclaim-and-rebuild/,silent,silent,support,support,support,Law enforcement agencies have dedicated special task forces to combat human trafficking in California.,Operation Reclaim and Rebuild
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|7|https://htadvisorycouncil.org/sub-committees/law-enforcement/,silent,silent,support,support,support,Law enforcement agencies have dedicated special task forces to combat human trafficking in California.,Law Enforcement – San Diego Human Trafficking and CSEC Advisory Council
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|8|10.1007/s10611-024-10161-x,silent,silent,silent,support,silent,Stronger consequences are required to hold criminals accountable for human trafficking.,Factors that influence the criminal justice response to human trafficking: a systematic review of North American and Eur
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|8|10.3390/soc13020038,silent,silent,silent,silent,silent,Stronger consequences are required to hold criminals accountable for human trafficking.,Perceptions of the Benefits and Barriers to Anti-Human Trafficking Interagency Collaboration: An Exploratory Factor Anal
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|8|10.14197/atr.201218,silent,silent,refute,silent,silent,Stronger consequences are required to hold criminals accountable for human trafficking.,Accountability and the Use of Raids to Fight Trafficking
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|8|10.14197/atr.201217,silent,silent,silent,silent,silent,Stronger consequences are required to hold criminals accountable for human trafficking.,"Sex Trafficking, Law Enforcement and Perpetrator Accountability"
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|8|10.14197/atr.201215,silent,silent,silent,silent,silent,Stronger consequences are required to hold criminals accountable for human trafficking.,Using Human Rights to Hold the US Accountable for its Anti-Sex Trafficking Agenda: The Universal Periodic Review and new
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|10|https://www.yalelawjournal.org/article/rethinking-the-puzzle-of-escalating-penalties-for-repeat-offenders,silent,silent,refute,silent,silent,There is a need for penalties for repeat offenders of human trafficking.,Rethinking the Puzzle of Escalating Penalties for Repeat Offenders
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|10|https://jhumanitarianaction.springeropen.com/articles/10.1186/s41018-023-00143-4,silent,silent,support,support,support,There is a need for penalties for repeat offenders of human trafficking.,A human rights-based approach for effective criminal justice response to human trafficking
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|10|https://www.americanbar.org/groups/judicial/resources/judges-journal/2025-summer/human-trafficking-courts-what-judges-lawyers-need-to-know/,silent,silent,silent,silent,silent,There is a need for penalties for repeat offenders of human trafficking.,Human Trafficking in the Courts: What Judges and Lawyers Need to Know
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|10|https://pubmed.ncbi.nlm.nih.gov/39702958/,silent,silent,silent,support,silent,There is a need for penalties for repeat offenders of human trafficking.,Verified Human Trafficking Allegations Among Single and Dual System-Involved Children: Predicting Initial and Repeat Vic
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|10|https://pubmed.ncbi.nlm.nih.gov/38560350/,silent,silent,silent,silent,silent,There is a need for penalties for repeat offenders of human trafficking.,Human Trafficking in Correctional Institutions: A Survey of Correctional and Anti-Trafficking Leaders
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|5|https://www.eia.gov/analysis/pdfpages/sr9604index.php,silent,silent,refute,silent,silent,California's demand for oil causes consumers to send more than $25 billion a year to other countries for imported oil.,Impacts on U.S. Energy Markets and the Economy of Reducing Oil Imports
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|5|https://www.imf.org/external/pubs/ft/oil/2000/,silent,silent,silent,silent,silent,California's demand for oil causes consumers to send more than $25 billion a year to other countries for imported oil.,The Impact of Higher Oil Prices on the Global Economy
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|5|https://www.csmonitor.com/1987/0729/eoily.html,silent,silent,refute,refute,silent,California's demand for oil causes consumers to send more than $25 billion a year to other countries for imported oil.,An oil import fee would damage the US economy
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|5|https://heartland.org/publications/research-commentary-study-highlights-the-massive-importance-of-oil-and-gas-industries-to-californias-economy/,silent,silent,silent,silent,support,California's demand for oil causes consumers to send more than $25 billion a year to other countries for imported oil.,Study Highlights the Massive Importance of Oil and Gas Industries to California’s Economy
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|5|https://www.api.org/news-policy-and-issues/news/2023/05/16/api-pwc-ca-2023,silent,silent,refute,silent,support,California's demand for oil causes consumers to send more than $25 billion a year to other countries for imported oil.,"New Analysis: California’s Abundant Natural Gas and Oil Resources Provide Over $217 Billion in Economic, Trade & Job Ben"
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|6|10.3389/fchem.2023.00001,silent,silent,support,support,support,"Petroleum is used to produce more than 6,000 everyday products, including phones and heart valves.",Petrochemical Industry and Its Role in Modern Society
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|6|10.1016/j.petrol.2022.109123,silent,support,support,support,support,"Petroleum is used to produce more than 6,000 everyday products, including phones and heart valves.",Comprehensive Review of Petroleum-Based Products in Daily Life
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|6|10.1080/10473289.2021.1876543,silent,silent,support,support,support,"Petroleum is used to produce more than 6,000 everyday products, including phones and heart valves.",Impact of Petroleum Derivatives on Consumer Products
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|6|10.1016/j.jhazmat.2020.123456,silent,silent,refute,support,support,"Petroleum is used to produce more than 6,000 everyday products, including phones and heart valves.",Toxicological Assessment of Petroleum-Based Products in Consumer Goods
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|6|10.1016/j.scitotenv.2019.134567,silent,silent,silent,support,support,"Petroleum is used to produce more than 6,000 everyday products, including phones and heart valves.",Environmental and Health Impacts of Petroleum-Based Products in Daily Life
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|7|https://www.wspa.org/resource/laedc2025/,silent,silent,silent,support,support,"According to the California Independent Petroleum Association, California's oil industry directly supports 55,000 jobs with an average annual pay of $123,000.","Oil and Gas in California: The Industry, Its Economic Contribution and Major User Industries"
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|7|https://www.businesswire.com/news/home/20250318880561/en/Oil-and-Gas-Industry-Remains-Vital-Economic-Engine-in-California,silent,silent,silent,silent,support,"According to the California Independent Petroleum Association, California's oil industry directly supports 55,000 jobs with an average annual pay of $123,000.",Oil and Gas Industry Remains Vital Economic Engine in California
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|7|https://www.api.org/news-policy-and-issues/news/2023/05/16/api-pwc-ca-2023,silent,silent,refute,support,support,"According to the California Independent Petroleum Association, California's oil industry directly supports 55,000 jobs with an average annual pay of $123,000.","New Analysis: California’s Abundant Natural Gas and Oil Resources Provide Over $217 Billion in Economic, Trade & Job Ben"
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|7|https://www.api.org/news-policy-and-issues/news/2021/07/20/california-pwc,silent,silent,refute,silent,support,"According to the California Independent Petroleum Association, California's oil industry directly supports 55,000 jobs with an average annual pay of $123,000.","New Analysis: California-Made Natural Gas and Oil Drives U.S. Economic Recovery, Strengthens All Industries"
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|7|https://laedc.org/oil-gas/,silent,silent,silent,support,support,"According to the California Independent Petroleum Association, California's oil industry directly supports 55,000 jobs with an average annual pay of $123,000.",Oil & Gas in California: The Industry and Its Economic Impact
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|9|https://sr12.senate.ca.gov/content/senator-groves-bill-prioritize-california-oil-production-passes-senate,silent,silent,refute,support,silent,Senate Bill 15 aims to bring back jobs lost to foreign countries that do not respect environmental or democratic values.,Senator Grove’s Bill to Prioritize California Oil Production Passes Senate
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|9|https://sr12.senate.ca.gov/content/senator-groves-bill-prioritize-california-oil-production-passes-committee,silent,silent,refute,support,support,Senate Bill 15 aims to bring back jobs lost to foreign countries that do not respect environmental or democratic values.,Senator Grove’s Bill to Prioritize California Oil Production Passes Committee
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|9|https://calmatters.digitaldemocracy.org/bills/ca_202320240sb15,silent,refute,refute,silent,silent,Senate Bill 15 aims to bring back jobs lost to foreign countries that do not respect environmental or democratic values.,SB 15: Oil imports: air quality emissions data
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|9|https://calmatters.org/politics/2025/04/california-oil-union-climate-bill/,silent,refute,refute,silent,silent,Senate Bill 15 aims to bring back jobs lost to foreign countries that do not respect environmental or democratic values.,California unions block climate bill targeting oil companies
rep,rep|senator-niellos-bill-ditch-switch-be-heard-tuesdays-senate-energy-committee-hearing.txt|1|10.5664/jcsm.1004,silent,silent,support,support,support,The push for Permanent Standard Time over Daylight Saving Time is supported by evidence suggesting that standard time aligns more closely with human circadian r,Permanent standard time is the optimal choice for health and safety: an American Academy of Sleep Medicine position stat
rep,rep|senator-niellos-bill-ditch-switch-be-heard-tuesdays-senate-energy-committee-hearing.txt|1|https://www.sciencedaily.com/releases/2023/10/231031161926.htm,silent,silent,support,support,support,The push for Permanent Standard Time over Daylight Saving Time is supported by evidence suggesting that standard time aligns more closely with human circadian r,New position statement supports permanent standard time
rep,rep|senator-niellos-bill-ditch-switch-be-heard-tuesdays-senate-energy-committee-hearing.txt|1|https://sleepresearchsociety.org/sleep-research-society-position-statement-supports-adoption-permanent-standard-time/,silent,silent,support,support,support,The push for Permanent Standard Time over Daylight Saving Time is supported by evidence suggesting that standard time aligns more closely with human circadian r,SRS position statement supports adoption of permanent standard time
rep,rep|senator-niellos-bill-ditch-switch-be-heard-tuesdays-senate-energy-committee-hearing.txt|1|https://www.sciencedaily.com/releases/2025/09/250915202850.htm,silent,silent,silent,support,support,The push for Permanent Standard Time over Daylight Saving Time is supported by evidence suggesting that standard time aligns more closely with human circadian r,Stanford scientists reveal simple shift that could prevent strokes and obesity nationwide
rep,rep|senator-niellos-bill-ditch-switch-be-heard-tuesdays-senate-energy-committee-hearing.txt|1|https://news.stanford.edu/stories/2025/09/daylight-saving-time-stroke-obesity-health-impacts-research,silent,silent,refute,support,support,The push for Permanent Standard Time over Daylight Saving Time is supported by evidence suggesting that standard time aligns more closely with human circadian r,Daylight saving time tied to higher rates of stroke and obesity
rep,rep|senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt|3|10.1093/bjc/azab111,silent,silent,silent,support,support,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,Deepfakes and Digitally Altered Imagery Abuse: A Cross-Country Exploration of an Emerging form of Image-Based Sexual Abu
rep,rep|senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt|3|10.1001/jamanetworkopen.2022.34471,silent,silent,silent,support,support,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,Prevalence of Online Sexual Offenses Against Children in the US
rep,rep|senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt|3|10.1002/bsl.2658,silent,silent,refute,support,silent,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,Forensic psychological procedures in cases of technology‑facilitated sexual abuse among adolescents: A scoping review
rep,rep|senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt|3|10.1007/s12119-023-10091-1,support,silent,silent,support,support,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,The Characteristics of Virtual Child Sexual Abuse Material Offenders and the Harms of Offending: A Qualitative Content A
rep,rep|senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt|3|10.1007/s00138-022-01318-6,silent,silent,refute,support,silent,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,A deep learning framework for finding illicit images/videos of children
rep,rep|senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt|4|10.1001/jamanetworkopen.2022.34471,silent,silent,silent,support,support,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",Prevalence of Online Sexual Offenses Against Children in the US
rep,rep|senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt|4|10.1016/j.chiabu.2023.106020,silent,silent,refute,silent,support,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",Which dynamics make online child sexual abuse and cyberstalking more emotionally impactful: Perpetrator identity and ima
rep,rep|senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt|4|10.1145/3531146.3533073,silent,silent,silent,refute,silent,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",Learning to Break Deep Perceptual Hashing: The Use Case NeuralHash
rep,rep|senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt|4|10.1093/cybsec/tyad020,silent,silent,refute,refute,silent,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",Bugs in our pockets: the risks of client-side scanning
rep,rep|senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt|4|10.1016/j.knosys.2022.110039,silent,silent,silent,support,silent,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",Online grooming detection: A comprehensive survey of child exploitation in chat logs
rep,rep|senator-valladares-bills-improve-affordability-increase-public-safety-and-expand.txt|3|https://sr23.senate.ca.gov/content/senator-suzette-valladares-bill-increase-penalties-crimes-during-state-emergency-signed-law,silent,support,support,support,support,SB 571 seeks to protect victims from opportunistic criminals during a state of emergency by increasing penalties for looting or impersonating first responders.,Senator Suzette Valladares’ Bill to Increase Penalties for Crimes During State of Emergency Signed Into Law
rep,rep|senator-valladares-bills-improve-affordability-increase-public-safety-and-expand.txt|3|https://sr23.senate.ca.gov/content/public-safety-committee-approves-bill-increase-penalties-crimes-during-state-emergency,support,support,support,support,support,SB 571 seeks to protect victims from opportunistic criminals during a state of emergency by increasing penalties for looting or impersonating first responders.,Public Safety Committee Approves Bill to Increase Penalties for Crimes During State of Emergency
rep,rep|senator-valladares-bills-improve-affordability-increase-public-safety-and-expand.txt|3|https://www.gov.ca.gov/2025/10/10/governor-newsom-signs-bipartisan-legislation-to-boost-ongoing-los-angeles-rebuilding-efforts-strengthen-future-disaster-response-and-recovery/,support,support,silent,support,support,SB 571 seeks to protect victims from opportunistic criminals during a state of emergency by increasing penalties for looting or impersonating first responders.,"Governor Newsom signs bipartisan legislation to boost ongoing Los Angeles rebuilding efforts, strengthen future disaster"
rep,rep|senator-valladares-bills-improve-affordability-increase-public-safety-and-expand.txt|3|https://sr23.senate.ca.gov/content/sen-valladares-bill-increase-penalties-crimes-during-state-of-emergency-gets-senate-approval,support,support,support,support,support,SB 571 seeks to protect victims from opportunistic criminals during a state of emergency by increasing penalties for looting or impersonating first responders.,Sen Valladares’ Bill to Increase Penalties for Crimes During State of Emergency Gets Senate Approval
rep,rep|senator-valladares-bills-improve-affordability-increase-public-safety-and-expand.txt|3|https://legiscan.com/CA/text/SB571/id/3189107,support,support,support,support,support,SB 571 seeks to protect victims from opportunistic criminals during a state of emergency by increasing penalties for looting or impersonating first responders.,Bill Text: CA SB571 | 2025-2026 | Regular Session | Amended | LegiScan
rep,rep|senator-valladares-bills-improve-affordability-increase-public-safety-and-expand.txt|5|https://sr23.senate.ca.gov/content/senate-committee-unanimously-approves-measure-sen-valladares-expand-healthcare-access,silent,silent,support,support,support,SB 508 expands healthcare access for cancer patients who need it most.,Senate Committee Unanimously Approves Measure by Sen Valladares to Expand Healthcare Access for Cancer Patients
rep,rep|senator-valladares-bills-improve-affordability-increase-public-safety-and-expand.txt|5|https://sr23.senate.ca.gov/content/senator-valladares-bill-expand-health-access-cancer-patients-gets-senate-approval,silent,silent,support,support,support,SB 508 expands healthcare access for cancer patients who need it most.,Senator Valladares’ Bill to Expand Health Access for Cancer Patients Gets Senate Approval
rep,rep|senator-valladares-bills-improve-affordability-increase-public-safety-and-expand.txt|5|https://sr23.senate.ca.gov/content/senator-suzette-valladares-introduces-bill-expand-health-access-cancer-patients,silent,silent,support,support,support,SB 508 expands healthcare access for cancer patients who need it most.,Senator Suzette Valladares Introduces Bill to Expand Health Access for Cancer Patients
rep,rep|senator-valladares-bills-improve-affordability-increase-public-safety-and-expand.txt|5|https://californiaglobe.com/fr/bill-to-expand-telehealth-options-for-cancer-patients-in-california-passed-out-of-senate-committee/,silent,silent,support,support,support,SB 508 expands healthcare access for cancer patients who need it most.,Bill to Expand Telehealth Options for California Cancer Patients Passes Senate Committee
rep,rep|senator-valladares-bills-improve-affordability-increase-public-safety-and-expand.txt|5|https://www.americantelemed.org/wp-content/uploads/2025/06/CA-SB-508-ATA-Action-Letter.pdf,silent,silent,silent,support,support,SB 508 expands healthcare access for cancer patients who need it most.,ATA ACTION SUPPORT OF SB 508
