source,filename,document_date,sentence_index,matched_ai_terms,urls,dois,arxiv,sentence_text
Democratic Assembly,governor-signs-physicians-make-decisions-act-keeping-medical.txt,"January 1, 2024",8,ai,,,,“We applaud Senator Becker and Governor Newsom for ensuring that the use of AI in health care has necessary protections to prioritize the health and safety of our patients.”
Democratic Assembly,governor-signs-physicians-make-decisions-act-keeping-medical.txt,"January 1, 2024",9,ai,,,,"In recent years, health insurance plans have increasingly relied on AI to streamline the processing of claims and prior authorization requests."
Democratic Assembly,governor-signs-physicians-make-decisions-act-keeping-medical.txt,"January 1, 2024",11,algorithms,,,,Wrongful denial of insurance claims based on algorithms can lead to serious health consequences and even death.
Democratic Assembly,governor-signs-physicians-make-decisions-act-keeping-medical.txt,"January 1, 2024",12,ai,,,,Leading healthcare organizations have called for oversight over the use of AI in insurance.
Democratic Assembly,governor-signs-physicians-make-decisions-act-keeping-medical.txt,"January 1, 2024",14,ai,,,,The bill also commits the companies who choose to use AI in their utilization review process to fair and equitable standards.
Democratic Assembly,governor-signs-physicians-make-decisions-act-keeping-medical.txt,"January 1, 2024",29,ai,,,,"Governor signs Physicians Make Decisions Act, keeping medical decisions between patients and doctors–not AI"
Democratic Assembly,governor-signs-voter-equity-bill-senator-josh-becker-to-ensure.txt,"January 1, 2022",7,fairness,,,,“SB 503 is about building on what we know works to ensure transparency and fairness.”
Democratic Assembly,in-stunning-reversal-tech-industry-drops-all-opposition-to.txt,"September 8, 2025",0,artificial intelligence,,,,"Sacramento, CA — In a remarkable turn of events, the tech industry has announced late Friday afternoon (August 23) its decision to formally withdraw its opposition to SB 942, the California Artificial Intelligence Transparency Act, following careful negotiations with Senator Josh Becker (D-Menlo Park)."
Democratic Assembly,in-stunning-reversal-tech-industry-drops-all-opposition-to.txt,"September 8, 2025",1,ai; artificial intelligence; genai,,,,This groundbreaking bill aims to enhance transparency and accountability in the realm of artificial intelligence by requiring large GenAI providers to label AI-generated content and supply an AI-detection tool for users.
Democratic Assembly,in-stunning-reversal-tech-industry-drops-all-opposition-to.txt,"September 8, 2025",5,ai,,,,"SB 942 has received strong support from prominent advocacy and privacy groups, including the Protection of the Educational Rights of Kids - Advocacy , Oakland Privacy , and Transparency Coalition.AI ."
Democratic Assembly,in-stunning-reversal-tech-industry-drops-all-opposition-to.txt,"September 8, 2025",17,ai,,,,"In Stunning Reversal, Tech Industry Drops All Opposition to Becker’s Groundbreaking AI Transparency Bill (SB 942)"
Democratic Assembly,key-panel-advances-the-physicians-make-decisions-act-which-keeps.txt,"September 8, 2025",0,ai; artificial intelligence,,,,SB 1120 protects patients from Artificial Intelligence by requiring physicians to make the final decisions on what kind of treatments patients receive rather than AI
Democratic Assembly,key-panel-advances-the-physicians-make-decisions-act-which-keeps.txt,"September 8, 2025",2,ai; algorithms; artificial intelligence,,,,SB 1120 safeguards patients’ access to necessary medical treatments by mandating necessary physician oversight when artificial intelligence (AI) utilizes algorithms to decide on healthcare providers' requests to offer medical services.
Democratic Assembly,key-panel-advances-the-physicians-make-decisions-act-which-keeps.txt,"September 8, 2025",3,artificial intelligence,,,,"“Artificial intelligence is an important and increasingly utilized tool in diagnosing and treating patients, but it should not be the final say on what kind of healthcare a patient receives,” said Becker ."
Democratic Assembly,key-panel-advances-the-physicians-make-decisions-act-which-keeps.txt,"September 8, 2025",4,algorithm,,,,“An algorithm does not fully know and understand a patient’s medical history and needs and can lead to erroneous or biased decisions on medical treatment.
Democratic Assembly,key-panel-advances-the-physicians-make-decisions-act-which-keeps.txt,"September 8, 2025",7,artificial intelligence,,,,"Artificial intelligence has its place in health care, but it should never replace the expertise and compassion of a trained physician."
Democratic Assembly,key-panel-advances-the-physicians-make-decisions-act-which-keeps.txt,"September 8, 2025",11,ai,,,,"In recent years, health insurance plans have increasingly relied on AI to streamline the processing of claims and prior authorization requests."
Democratic Assembly,key-panel-advances-the-physicians-make-decisions-act-which-keeps.txt,"September 8, 2025",13,ai; algorithms,,,,Wrongful denial of insurance claims based on AI algorithms can lead to serious health consequences and even death.
Democratic Assembly,key-panel-advances-the-physicians-make-decisions-act-which-keeps.txt,"September 8, 2025",14,ai,,,,Leading healthcare organizations have called for oversight over the use of AI in insurance.
Democratic Assembly,key-panel-advances-the-physicians-make-decisions-act-which-keeps.txt,"September 8, 2025",16,ai,,,,The bill also commits the companies who choose to use AI in their utilization review process to fair and equitable standards.
Democratic Assembly,landmark-law-prohibits-health-insurance-companies-using-ai-to.txt,"January 1, 2025",0,algorithms,,,,"The Physicians Make Decisions Act Ensures Health Care Decisions Are Made by Medical Professionals, Not Algorithms"
Democratic Assembly,landmark-law-prohibits-health-insurance-companies-using-ai-to.txt,"January 1, 2025",2,ai; algorithms; artificial intelligence,,,,"This groundbreaking law ensures that decisions about medical treatments are made by licensed health care providers, not solely determined by artificial intelligence (AI) algorithms used by health insurers."
Democratic Assembly,landmark-law-prohibits-health-insurance-companies-using-ai-to.txt,"January 1, 2025",3,artificial intelligence,,,,"“Artificial intelligence has immense potential to enhance healthcare delivery, but it should never replace the expertise and judgment of physicians,” said Senator Becker."
Democratic Assembly,landmark-law-prohibits-health-insurance-companies-using-ai-to.txt,"January 1, 2025",4,algorithm,,,,"“An algorithm cannot fully understand a patient’s unique medical history or needs, and its misuse can lead to devastating consequences."
Democratic Assembly,landmark-law-prohibits-health-insurance-companies-using-ai-to.txt,"January 1, 2025",7,ai,,,,"In recent years, insurers have increasingly turned to AI to process claims and prior authorization requests."
Democratic Assembly,landmark-law-prohibits-health-insurance-companies-using-ai-to.txt,"January 1, 2025",8,bias,,,,"While these tools can improve efficiency, they also raise concerns about inaccuracies and bias in healthcare decision-making."
Democratic Assembly,landmark-law-prohibits-health-insurance-companies-using-ai-to.txt,"January 1, 2025",9,algorithm,,,,"Errors in algorithm-driven denials of care have, in some cases, resulted in severe health outcomes or even loss of life."
Democratic Assembly,landmark-law-prohibits-health-insurance-companies-using-ai-to.txt,"January 1, 2025",11,ai,,,,"The law also establishes fair and equitable standards for companies using AI in their utilization review processes, preventing improper or unethical practices."
Democratic Assembly,landmark-law-prohibits-health-insurance-companies-using-ai-to.txt,"January 1, 2025",12,ai,,,,California Leads the Nation in AI Regulation for Healthcare
Democratic Assembly,landmark-law-prohibits-health-insurance-companies-using-ai-to.txt,"January 1, 2025",13,ai,,,,"Sponsored by the CMA, which represents 50,000 physicians statewide, SB 1120 sets a national precedent for ensuring AI in healthcare is used responsibly."
Democratic Assembly,landmark-law-prohibits-health-insurance-companies-using-ai-to.txt,"January 1, 2025",15,ai,,,,Other states are following California's lead in implementing laws to protect patients from utilizing AI to determine patient health care decisions.
Democratic Assembly,landmark-law-prohibits-health-insurance-companies-using-ai-to.txt,"January 1, 2025",28,ai,,,,Landmark Law Prohibits Health Insurance Companies from Using AI to Deny Healthcare Coverage
Democratic Assembly,legislation-introduced-to-protect-cities-misuse-builders-remedy-0.txt,"September 8, 2025",15,fairness,,,,"“This bill is about fairness,” said Becker."
Democratic Assembly,legislation-introduced-to-protect-cities-misuse-builders-remedy.txt,"September 8, 2025",15,fairness,,,,"“This bill is about fairness,” said Becker."
Democratic Assembly,legislation-protect-california-ratepayers-paying-data-centers-energy-costs-advances.txt,,2,ai; artificial intelligence,,,,"SB 57, the Ratepayer and Technological Innovation Protection Act, would protect California ratepayers and the state’s aggressive climate goals from increased costs as more companies develop data centers to meet the growing energy demands of artificial intelligence (AI)."
Democratic Assembly,legislation-protect-california-ratepayers-paying-data-centers-energy-costs-advances.txt,,5,ai,,,,The AI boom is powered by massive data centers.
Democratic Assembly,legislation-protect-california-ratepayers-paying-data-centers-energy-costs-advances.txt,,6,ai,,,,"Those data centers while driving the AI revolution, also consume massive amounts of energy and water, putting enormous strain on the electrical grid and require massive investments into the electrical grid infrastructure."
Democratic Assembly,legislation-protect-california-ratepayers-paying-data-centers-energy-costs-advances.txt,,7,artificial intelligence,,,,"The recent rise of generative artificial intelligence has driven a corresponding growth in data center demand, with Siemens, a leading data center provider, reporting their data-center business revenue jumping 50% in a year ."
Democratic Assembly,millions-transformational-workforce-development-reform-secured-state-budget-middle-class.txt,,10,artificial intelligence,,,,"Specifically, the program will focus on regional needs, including the demands of emerging industries such as information technology, artificial intelligence, healthcare, and the green economy."
Democratic Assembly,new-legislation-authored-senator-becker-ensures-ai-does-not.txt,"September 8, 2025",0,artificial intelligence,,,,SB 1120 requires physicians to make the final decisions on what kind of treatments patients should receive rather than artificial intelligence
Democratic Assembly,new-legislation-authored-senator-becker-ensures-ai-does-not.txt,"September 8, 2025",2,algorithms,,,,"SB 1120, The Physicians Make Decisions Act, mandates physician oversight when algorithms are used to decide on healthcare providers' requests to offer medical services."
Democratic Assembly,new-legislation-authored-senator-becker-ensures-ai-does-not.txt,"September 8, 2025",3,artificial intelligence,,,,"“Artificial intelligence is an important tool in diagnosing and treating patients, but it should not be the only factor in determining if or what kind of healthcare a patient receives,” said Becker ."
Democratic Assembly,new-legislation-authored-senator-becker-ensures-ai-does-not.txt,"September 8, 2025",4,algorithm,,,,“An algorithm does not fully know and understand a patient’s medical history and needs.
Democratic Assembly,new-legislation-authored-senator-becker-ensures-ai-does-not.txt,"September 8, 2025",7,artificial intelligence,,,,"Artificial intelligence can enhance health care delivery, but it must be overseen by trained medical professionals who understand the complexities of each patient's unique situation."
Democratic Assembly,new-legislation-authored-senator-becker-ensures-ai-does-not.txt,"September 8, 2025",10,ai; artificial intelligence,,,,"In recent years, health insurance plans have increasingly relied on artificial intelligence (AI) to streamline the processing of claims and prior authorization requests."
Democratic Assembly,new-legislation-authored-senator-becker-ensures-ai-does-not.txt,"September 8, 2025",12,ai; algorithms,,,,"Wrongful denial of insurance claims based on AI algorithms can lead to serious health consequences, and even death."
Democratic Assembly,new-legislation-authored-senator-becker-ensures-ai-does-not.txt,"September 8, 2025",13,ai,,,,Leading healthcare organizations have called for oversight over the use of AI in insurance.
Democratic Assembly,new-legislation-authored-senator-becker-ensures-ai-does-not.txt,"September 8, 2025",14,algorithms,,,,The Physicians Make Decisions Act tackles this pressing issue by requiring a licensed physician to supervise decisions made by algorithms.
Democratic Assembly,new-legislation-authored-senator-becker-ensures-ai-does-not.txt,"September 8, 2025",15,algorithms,,,,"This approach acknowledges that algorithms cannot replicate the nuanced decision-making process of a physician, ensuring that patients receive fair and appropriate coverage decisions."
Democratic Assembly,privacy-committee-approves-groundbreaking-ai-transparency-bill.txt,"September 8, 2025",0,ai; artificial intelligence,,,,The California Artificial Intelligence Transparency Act (CAITA) protects consumers by giving them the ability to determine if materials have been generated by AI
Democratic Assembly,privacy-committee-approves-groundbreaking-ai-transparency-bill.txt,"September 8, 2025",1,artificial intelligence,,,,"Sacramento, CA —Yesterday, the Assembly Committee on Privacy and Consumer Protection approved a sweeping consumer protection and privacy rights bill, SB 942, The California Artificial Intelligence Transparency Act (CAITA), authored by Senator Josh Becker (D-Menlo Park)."
Democratic Assembly,privacy-committee-approves-groundbreaking-ai-transparency-bill.txt,"September 8, 2025",2,ai; artificial intelligence; genai,,,,"This bill requires large generative artificial intelligence (GenAI) system providers to label AI-generated images, videos, and audio created by their models with visible and imperceptible, embedded disclosures."
Democratic Assembly,privacy-committee-approves-groundbreaking-ai-transparency-bill.txt,"September 8, 2025",3,ai,,,,"It also provides an AI-detection tool for users to query whether content was created by AI, and enforce third-party licensees to the extent technically feasible to prevent undisclosed content publication."
Democratic Assembly,privacy-committee-approves-groundbreaking-ai-transparency-bill.txt,"September 8, 2025",4,artificial intelligence,,,,"“Artificial intelligence has become an integral part of our daily lives, influencing the products we use."
Democratic Assembly,privacy-committee-approves-groundbreaking-ai-transparency-bill.txt,"September 8, 2025",5,ai,,,,It is crucial that consumers have the right to know if a product has been generated by AI.
Democratic Assembly,privacy-committee-approves-groundbreaking-ai-transparency-bill.txt,"September 8, 2025",6,ai; generative ai,,,,"In my discussions with experts, it became increasingly clear that the ability to distribute high-quality content made by generative AI creates concerns about its potential misuse,” said Becker."
Democratic Assembly,privacy-committee-approves-groundbreaking-ai-transparency-bill.txt,"September 8, 2025",7,ai,,,,"“AI-generated images, audio and video could be used for spreading political misinformation and creating deepfakes."
Democratic Assembly,privacy-committee-approves-groundbreaking-ai-transparency-bill.txt,"September 8, 2025",9,ai,,,,CAITA addresses the growing influence of AI in product creation and ensures that consumers have the information they need to make informed choices.
Democratic Assembly,privacy-committee-approves-groundbreaking-ai-transparency-bill.txt,"September 8, 2025",10,ai,,,,"As AI continues to play a pivotal role in various industries, the bill emphasizes the importance of disclosure and consumer awareness."
Democratic Assembly,privacy-committee-approves-groundbreaking-ai-transparency-bill.txt,"September 8, 2025",11,ai,,,,"CAITA marks a significant step toward establishing clear guidelines for AI-generated products, setting a precedent for other states and jurisdictions to follow."
Democratic Assembly,privacy-committee-approves-groundbreaking-ai-transparency-bill.txt,"September 8, 2025",26,ai,,,,"Privacy Committee Approves Groundbreaking AI Transparency Bill, Empowering Consumers to Identify AI-Generated Content"
Democratic Assembly,reyes-issues-statement-passage-election-rigging-response-act.txt,,5,fairness,,,,“California Democrats believe in the power of representative democracy; of fairness and accountability.
Democratic Assembly,reyes-issues-statement-passage-election-rigging-response-act.txt,,14,fairness,,,,“California Democrats believe in the power of representative democracy; of fairness and accountability.
Democratic Assembly,sb-1386-strengthens-californias-historic-rape-shield-law-and-heightens-legal.txt,,6,fairness,,,,"“Rape shield laws create a legal environment that prioritizes justice, fairness and the protection of survivors of sexual abuse."
Democratic Assembly,sb-1386-strengthens-californias-historic-rape-shield-law-and-heightens-legal.txt,,9,fairness,,,,"As a society, we should make sure that victims of rape and sexual assault are protected to ensure the opportunity for fairness and justice within our legal system.”"
Democratic Assembly,sb-230-comprehensive-police-training-standards-measure-signed-governor.txt,,6,bias,,,,"This bill requires new evidence-based policies and procedures for utilizing de-escalation techniques, interacting with vulnerable populations, implicit and explicit bias and cultural competency training, reasonable alternatives to deadly force, a duty to render medical assistance, and a new duty for officers to intercede and report if they witness the use of excessive force by a fellow officer."
Democratic Assembly,sen-cortese-asm-garcia-and-asm-low-introduce-bills-reform-californias-archaic-spousal-rape.txt,,30,fairness,,,,All victims of rape deserve to be treated with fairness and dignity by the criminal justice system.
Democratic Assembly,senate-advances-groundbreaking-ai-transparency-bill-empowering.txt,"September 8, 2025",0,ai; artificial intelligence,,,,The California Artificial Intelligence Transparency Act (CAITA) protects consumers by giving them the ability to determine if materials have been generated by AI
Democratic Assembly,senate-advances-groundbreaking-ai-transparency-bill-empowering.txt,"September 8, 2025",1,artificial intelligence,,,,"Sacramento, CA —Today the Senate overwhelmingly approved a sweeping consumer protection and privacy rights bill, SB 942, The California Artificial Intelligence Transparency Act (CAITA), authored by Senator Josh Becker (D-Menlo Park)."
Democratic Assembly,senate-advances-groundbreaking-ai-transparency-bill-empowering.txt,"September 8, 2025",2,ai; artificial intelligence; genai,,,,"This bill requires large generative artificial intelligence (GenAI) system providers to label AI-generated images, videos, and audio created by their models with visible and imperceptible, embedded disclosures."
Democratic Assembly,senate-advances-groundbreaking-ai-transparency-bill-empowering.txt,"September 8, 2025",3,ai,,,,"It also provides an AI-detection tool for users to query whether content was created by AI, and enforce third-party licensees to the extent technically feasible to prevent undisclosed content publication."
Democratic Assembly,senate-advances-groundbreaking-ai-transparency-bill-empowering.txt,"September 8, 2025",4,artificial intelligence,,,,"“Artificial intelligence has become an integral part of our daily lives, influencing the products we use."
Democratic Assembly,senate-advances-groundbreaking-ai-transparency-bill-empowering.txt,"September 8, 2025",5,ai,,,,It is crucial that consumers have the right to know if a product has been generated by AI.
Democratic Assembly,senate-advances-groundbreaking-ai-transparency-bill-empowering.txt,"September 8, 2025",6,ai; generative ai,,,,"In my discussions with experts, it became increasingly clear that the ability to distribute high-quality content made by generative AI creates concerns about its potential misuse,” said Becker."
Democratic Assembly,senate-advances-groundbreaking-ai-transparency-bill-empowering.txt,"September 8, 2025",7,ai,,,,"“AI-generated images, audio and video could be used for spreading political misinformation and creating deepfakes."
Democratic Assembly,senate-advances-groundbreaking-ai-transparency-bill-empowering.txt,"September 8, 2025",9,ai,,,,CAITA addresses the growing influence of AI in product creation and ensures that consumers have the information they need to make informed choices.
Democratic Assembly,senate-advances-groundbreaking-ai-transparency-bill-empowering.txt,"September 8, 2025",10,ai,,,,"As AI continues to play a pivotal role in various industries, the bill emphasizes the importance of disclosure and consumer awareness."
Democratic Assembly,senate-advances-groundbreaking-ai-transparency-bill-empowering.txt,"September 8, 2025",11,ai,,,,"CAITA marks a significant step toward establishing clear guidelines for AI-generated products, setting a precedent for other states and jurisdictions to follow."
Democratic Assembly,senate-advances-groundbreaking-ai-transparency-bill-empowering.txt,"September 8, 2025",27,ai,,,,"Transparency Bill, Empowering Consumers to Identify AI-Generated Content"
Democratic Assembly,senate-approves-legislation-to-remove-unfair-barriers-consumers-who.txt,"September 8, 2025",8,fairness,,,,“This bill is simply a matter of fairness.
Democratic Assembly,senate-committee-advances-senator-corteses-bill-accelerate-economic-growth-through-data-center.txt,,6,ai,,,,"“Data Centers underpin California’s innovation ecosystem, enabling our competitive edge in pioneering new and emerging digital services like AI, as well as sustaining the State’s critical infrastructure,"" said SVLG CEO Ahmad Thomas."
Democratic Assembly,senate-committee-approves-groundbreaking-ai-transparency-bill.txt,"September 8, 2025",0,ai; artificial intelligence,,,,The California Artificial Intelligence Transparency Act protects consumers by giving them the ability to determine if materials have been generated by AI
Democratic Assembly,senate-committee-approves-groundbreaking-ai-transparency-bill.txt,"September 8, 2025",1,ai; artificial intelligence; genai,,,,"Sacramento, CA —Today the Senate Judiciary Committee advanced SB 942, The California Artificial Intelligence Transparency Act (CAITA), authored by Senator Josh Becker (D-Menlo Park), which will require large generative artificial intelligence (GenAI) system providers to label AI-generated content with visible and imperceptible, embedded disclosures, supply an AI-detection tool for users to query whether content was created by AI, and enforce third-party licensees to the extent technically feasible to prevent undisclosed content publication."
Democratic Assembly,senate-committee-approves-groundbreaking-ai-transparency-bill.txt,"September 8, 2025",2,artificial intelligence,,,,"“Artificial intelligence has become an integral part of our daily lives, influencing the products we use."
Democratic Assembly,senate-committee-approves-groundbreaking-ai-transparency-bill.txt,"September 8, 2025",3,ai,,,,It is crucial that consumers have the right to know if a product has been generated by AI.
Democratic Assembly,senate-committee-approves-groundbreaking-ai-transparency-bill.txt,"September 8, 2025",4,ai; generative ai,,,,"In my discussions with experts, it became increasingly clear that the ability to distribute high-quality content made by generative AI creates concerns about its potential misuse,” said Senator Becker ."
Democratic Assembly,senate-committee-approves-groundbreaking-ai-transparency-bill.txt,"September 8, 2025",5,ai,,,,"“AI-generated images, audio and video could be used for spreading political misinformation and creating deepfakes."
Democratic Assembly,senate-committee-approves-groundbreaking-ai-transparency-bill.txt,"September 8, 2025",7,ai,,,,CAITA addresses the growing influence of AI in product creation and ensures that consumers have the information they need to make informed choices.
Democratic Assembly,senate-committee-approves-groundbreaking-ai-transparency-bill.txt,"September 8, 2025",8,ai,,,,"As AI continues to play a pivotal role in various industries, the bill emphasizes the importance of disclosure and consumer awareness."
Democratic Assembly,senate-committee-approves-groundbreaking-ai-transparency-bill.txt,"September 8, 2025",9,ai; generative ai,,,,"The bill requires large generative AI providers to label the images, videos, and audio created by their models and provide a platform for consumers to ask these companies whether content was created by them."
Democratic Assembly,senate-committee-approves-groundbreaking-ai-transparency-bill.txt,"September 8, 2025",10,ai,,,,"The introduction of this legislation marks a significant step toward establishing clear guidelines for AI-generated products, setting a precedent for other states and jurisdictions to follow."
Democratic Assembly,senate-committee-approves-groundbreaking-ai-transparency-bill.txt,"September 8, 2025",23,ai,,,,"Senate committee approves groundbreaking AI transparency bill, empowering consumers to identify AI-generated content"
Democratic Assembly,senate-committee-approves-legislation-to-remove-unfair-barriers.txt,"September 8, 2025",6,fairness,,,,“This bill is simply a matter of fairness.
Democratic Assembly,senate-health-committee-passes-senator-corteses-sb-999-reform-mental-health-and-addiction.txt,,3,fairness,,,,"SB 999, the California Mental Health and Substance Use Disorder Treatment Patient Safety and Fairness Act, will make sure that treatments for substance use disorders align with the standards set by the American Society of Addiction Medicine."
Democratic Assembly,senate-health-committee-passes-senator-corteses-sb-999-reform-mental-health-and-addiction.txt,,5,fairness,,,,"“By demanding accountability and fairness from insurance companies, SB 999 is a lifeline for people in dire need of treatment."
Democratic Assembly,senate-overwhelmingly-approves-nations-strongest-neurorights-bill.txt,"September 8, 2025",1,artificial intelligence,,,,"Sacramento, CA —With a vote of 38-0 the Senate today approved SB 1223, an innovative bill that applies consumer protections that are already in state law to an individual’s neural data authored by Senator Josh Becker (D-Menlo Park), who has championed privacy bills such as California’s recently enacted “ Delete Act ” and the “ California Artificial Intelligence Transparency Act (CAITA) .”"
Democratic Assembly,senate-passes-senator-corteses-bill-allowing-judicial-review-old-sentences.txt,"June 5, 1990",14,bias,,,,"Under SB 94, judges would be able to consider mitigating factors that were not previously considered in court — including whether the person was victimized by domestic violence, brutal childhood abuse, or racial bias in the justice system."
Democratic Assembly,senate-passes-senator-smallwood-cuevas-bill-package-puts-working-families-first.txt,,10,bias,,,,SB 303 – Enables state and local agencies to engage in bias and anti-discrimination programs while keeping employees' participation in these programs confidential and inadmissible in civil court proceedings.
Democratic Assembly,senator-anna-m-caballero-statement-central-valley-direct-capture-hub-awards.txt,,17,fairness,,,,"This partnership will evaluate a DAC hub's feasibility, focusing on social equity, environmental fairness, and innovative governance."
Democratic Assembly,senator-anna-m-caballero-unveils-bold-legislative-package-2025.txt,"April 8, 2025",42,bias,,,,SB 734 – Peace Officer Due Process This legislation ensures that peace officers accused of bias or racial animus receive proper due process.
Democratic Assembly,senator-caballero-assemblywoman-soria-volunteer-habitat-humanity.txt,,11,bias,,,,We actively work to end racism and unconscious bias.
Democratic Assembly,senator-cortese-2023-legislative-package-supports-civil-rights-housing-safety-schools.txt,"June 5, 1990",44,fairness,,,,"Economic Opportunity & Workplace Fairness Ensuring Equity, Parity, and Opportunity For All California Workers"
Democratic Assembly,senator-cortese-bill-allowing-judicial-review-old-sentences-clears-first-committee.txt,"June 5, 1990",12,risk assessment,,,,"In fact, 88% of people serving life without parole have been assessed with the lowest risk score on CDCR’s California Static Risk Assessment tool."
Democratic Assembly,senator-cortese-champions-economic-development-through-data-center-expansion-bill.txt,,1,artificial intelligence,,,,"Recognizing the critical demand for data processing capabilities, Senate Bill (SB) 1298 allows infrastructure development to keep pace with advancements in cloud computing and artificial intelligence."
Democratic Assembly,senator-cortese-champions-economic-development-through-data-center-expansion-bill.txt,,6,ai,,,,"“Data Centers are critical for supporting a vast array of digital services, and new and emerging technologies like AI,"" said SVLG CEO Ahmad Thomas."
Democratic Assembly,senator-cortese-introduces-bill-advance-addiction-recovery-treatment.txt,,1,fairness,,,,"SB 999, titled the California Residential Substance Use Disorder Treatment Patient Safety and Fairness Act, will advance the way California deals with addiction recovery."
Democratic Assembly,senator-cortese-introduces-legislation-provide-parity-employees-merit-districts.txt,,1,fairness,,,,"The merit system was created in the 1930’s with the intention of providing fairness in the hiring, retention, and promotion of school employees."
Democratic Assembly,senator-corteses-bill-protect-frontline-healthcare-heroes-advances.txt,,15,fairness,,,,"I made a promise to myself to do this kind of work upon arriving here, and this won’t be the last time that you hear me coming from a place of equity and fairness."
Democratic Assembly,senator-corteses-bill-would-allow-judicial-review-old-sentences.txt,"June 5, 1990",5,risk assessment,,,,"The California Department of Corrections and Rehabilitation (CDCR)’s California Static Risk Assessment tool reports that 88% of people serving life without parole have been assessed with the “lowest risk” score on that scale, with conclusive researching confirming that elderly individuals are unlikely to re-offend upon release."
Democratic Assembly,senator-corteses-bills-2021-legislative-session.txt,"July 1, 2022",52,fairness,,,,Workplace Fairness
Democratic Assembly,senator-corteses-education-equalization-bill-giving-ca-school-districts-equal-state-funding.txt,,9,fairness,,,,"“This bill is about fairness, opportunity, and giving every student the resources they need to succeed."
Democratic Assembly,senator-corteses-film-safety-bill-prompted-rust-movie-tragedy-advances-committee.txt,,9,risk assessment,,,,“The safety advisory/risk assessment has always been our goal.
Democratic Assembly,senator-corteses-statement-budget-act-2023.txt,,27,artificial intelligence,,,,"The state budget provides $3 million to fund field trips to The Tech Interactive, a Silicon Valley museum promoting hands-on STEM education with exhibits in areas like artificial intelligence, robotics, digital art, and environmental science."
Democratic Assembly,senator-dave-cortese-launches-investigation-driverless-vehicle-permits.txt,,3,artificial intelligence,,,,"State Senator Dave Cortese , a member of the Senate Transportation Committee and Chair of the Senate Labor, Public Employment, and Retirement Committee made the following statement today, “Given the rapidly-evolving developments in autonomous vehicle technology, including the integration of artificial intelligence, protocols regarding the permitting process require increased transparency to ensure a responsible transportation landscape."
Democratic Assembly,senator-josh-becker-condemns-efforts-to-undermine-californias-ai.txt,"September 8, 2025",0,ai; artificial intelligence,,,,"SACRAMENTO, CA – In response to federal legislation that would prohibit state and local governments from enforcing any AI laws for a period of ten years, Senator Josh Becker (D-Menlo Park) issued a statement expressing disappointment and concern over mounting efforts to preempt California’s emerging artificial intelligence (AI) regulations with watered-down federal legislation."
Democratic Assembly,senator-josh-becker-condemns-efforts-to-undermine-californias-ai.txt,"September 8, 2025",1,ai,,,,"These efforts threaten to derail state-led initiatives like Becker’s pioneering California AI Transparency Act , the first of its kind in the nation."
Democratic Assembly,senator-josh-becker-condemns-efforts-to-undermine-californias-ai.txt,"September 8, 2025",2,ai,,,,"Becker has also passed the Physicians Make Decisions Act to ensure doctors have the final say in medical decisions, not AI, and the California AI Work Group in Education, which will incorporate best practices in K-12 education."
Democratic Assembly,senator-josh-becker-condemns-efforts-to-undermine-californias-ai.txt,"September 8, 2025",3,ai,,,,"“It is deeply troubling to see companies and lobbyists attempt to use Washington to undermine California’s AI leadership,” said Becker."
Democratic Assembly,senator-josh-becker-condemns-efforts-to-undermine-californias-ai.txt,"September 8, 2025",4,ai,,,,"“I’ve worked diligently to create thoughtful, forward-looking legislation that ensures AI is developed and deployed safely, transparently, and ethically."
Democratic Assembly,senator-josh-becker-condemns-efforts-to-undermine-californias-ai.txt,"September 8, 2025",7,ai,,,,"Becker, who represents Silicon Valley and chairs the Senate Subcommittee on AI, emphasized California’s unique position—and responsibility—as a national and global leader in technology regulation."
Democratic Assembly,senator-josh-becker-condemns-efforts-to-undermine-californias-ai.txt,"September 8, 2025",10,ai,,,,"Our job is to ensure AI works for people, not just profits.”"
Democratic Assembly,senator-josh-becker-condemns-efforts-to-undermine-californias-ai.txt,"September 8, 2025",11,ai,,,,"Becker pledged to continue working with fellow legislators, consumer advocates, and responsible innovators to advance meaningful, state-level AI protections—and urged Congress to learn from California’s example rather than attempt to erase it."
Democratic Assembly,senator-josh-becker-condemns-efforts-to-undermine-californias-ai.txt,"September 8, 2025",12,ai,,,,"This year, he is authoring SB 361 , which requires businesses that deploy a high-risk AI system that processes personal information to create strong standards that protect that information."
Democratic Assembly,senator-josh-becker-condemns-efforts-to-undermine-californias-ai.txt,"September 8, 2025",24,ai,,,,Senator Josh Becker Condemns Efforts to Undermine California’s AI Protections
Democratic Assembly,senator-josh-becker-fights-to-end-hygiene-injustice-in-county-jails.txt,"September 8, 2025",27,fairness,,,,"This bill upholds dignity and fairness, eliminating the unjust burden of hygiene debt that disproportionately harms the most vulnerable in our justice system."" – Sejal Patel, Rising Communities."
Democratic Assembly,senator-josh-becker-reacts-to-governors-newsoms-ai-executive.txt,"September 8, 2025",0,artificial intelligence,,,,"Sacramento, CA— Today Senator Josh Becker (D-Menlo Park) issued the following statement in support of Governor Gavin Newsom’s enactment of an executive order on Artificial Intelligence:"
Democratic Assembly,senator-josh-becker-reacts-to-governors-newsoms-ai-executive.txt,"September 8, 2025",1,artificial intelligence; genai,,,,"“I applaud the Governor signing this important executive order, which adds one more crucial tool in regulating generative artificial intelligence (GenAI) here in California."
